response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_this_year,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_this_year,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,feel_better_remote,more_active_remote,feel_better_in_person,policy_sentiment,year
54,1977,Female,Arts and Recreation,Professionals - Arts and Media Professionals,Between 1 and 4,No,Couple with dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Very likely,Neither unlikely or likely,Neither unlikely or likely,I’m 50% more productive when working remotely (or more),0.0,9.0,4.0,4.0,0.0,9.0,4.0,4.0,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly Positive,2021
55,1981,Male,Information Media and Telecommunications,"Managers - Chief Executives, General Managers and Legislators",More than 200,No,Couple with dependent children,More than 5 years,Metro,30%,20%,10%,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,20%,20%,Somewhat likely,Very likely,Very likely,I’m 30% more productive when working remotely,2.0,8.0,3.0,3.0,2.0,8.0,2.0,4.0,Somewhat agree,Strongly agree,Strongly agree,Strongly Positive,2021
56,1962,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,No,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,50% - About half of my time,90%,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,70%,70%,Neither unlikely or likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,2.0,8.0,2.0,4.0,0.0,9.0,3.0,4.0,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly Positive,2021
57,1978,Male,Information Media and Telecommunications,Professionals - ICT Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,40%,90%,80%,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,40%,80%,Very likely,Very likely,Somewhat likely,I’m 50% more productive when working remotely (or more),3.0,7.0,4.0,3.0,3.0,7.0,3.0,4.0,Strongly agree,Somewhat agree,Strongly agree,Strongly Positive,2021
58,1980,Female,Retail Trade,Managers - Specialist Managers,Between 20 and 199,Yes,One parent family with dependent children,Between 1 and 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,50% - I spent about half of my time remote working,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,60%,60%,Very likely,Neither unlikely or likely,Very likely,I’m 30% more productive when working remotely,3.0,7.0,5.0,2.0,1.0,6.0,5.0,3.0,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat Positive,2021
59,1987,Male,Retail Trade,Technicians and trades workers - Electrotechnology and Telecommunications Trades Workers,Between 5 and 19,No,Multiple family household,Between 6 and 12 months,Metro,40%,40%,30%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,60%,40%,Somewhat likely,Neither unlikely or likely,Somewhat unlikely,I’m 20% more productive when working remotely,2.0,8.0,4.0,4.0,1.0,9.0,4.0,4.0,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,2021
60,1972,Male,Information Media and Telecommunications,Professionals - ICT Professionals,Between 20 and 199,No,Couple with dependent children,More than 5 years,Metro,80%,80%,80%,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,80%,80%,Somewhat likely,Somewhat likely,Neither unlikely or likely,My productivity is about same when I work remotely,3.0,8.0,3.0,2.0,0.0,9.0,4.0,3.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,2021
61,1985,Male,Administrative and Support,"Managers - Chief Executives, General Managers and Legislators",Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,20%,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,20%,20%,Very likely,Very likely,Very likely,I’m 50% more productive when working remotely (or more),1.0,8.0,3.0,5.0,0.0,8.0,3.0,4.0,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,2021
62,1964,Male,Other Services,Managers - Specialist Managers,Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,90%,80%,50% - I spent about half of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,40%,Somewhat likely,Somewhat likely,Very likely,My productivity is about same when I work remotely,2.0,9.0,2.0,3.0,2.0,9.0,3.0,2.0,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly Positive,2021
63,1961,Female,Retail Trade,"Managers - Hospitality, Retail and Service Managers",I am a sole trader/owner-operator,No,Couple with no dependent children,More than 5 years,Regional,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Very likely,Very likely,Very likely,My productivity is about same when I work remotely,0.0,3.0,4.0,6.0,0.0,4.0,3.0,6.0,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly Positive,2021
64,1963,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,Less than 10% of my time,Less than 10% of my time,Rarely or never,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Somewhat likely,Somewhat likely,Very likely,I’m 50% less productive when working remotely (or worse),2.0,8.0,2.0,4.0,0.5,10.0,2.0,3.5,Strongly disagree,Strongly disagree,Somewhat agree,Strongly Positive,2021
65,1992,Male,Financial and Insurance,"Professionals - Business, Human Resource and Marketing Professionals",Between 20 and 199,No,Single person,Between 1 and 5 years,Metro,90%,80%,90%,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,80%,80%,Somewhat likely,Somewhat likely,Somewhat likely,My productivity is about same when I work remotely,1.5,7.5,2.0,5.0,0.0,7.5,2.0,6.5,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Positive,2021
66,1981,Male,"Professional, Scientific and Technical","Professionals - Design, Engineering, Science and Transport Professionals",Between 20 and 199,Yes,Group household,Between 1 and 5 years,Metro,80%,80%,40%,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,60%,20%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 20% less productive when working remotely,2.0,8.0,4.0,3.0,0.5,7.0,5.0,4.5,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Positive,2021
67,1961,Male,"Rental, Hiring and Real Estate","Managers - Chief Executives, General Managers and Legislators",I am a sole trader/owner-operator,No,Couple with no dependent children,More than 5 years,Regional,10%,20%,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,30%,60%,Somewhat likely,Somewhat likely,Somewhat likely,I’m 30% more productive when working remotely,1.0,5.0,5.0,5.0,0.0,6.0,6.0,5.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,2021
68,1990,Female,Other Services,"Professionals - Design, Engineering, Science and Transport Professionals",Between 5 and 19,No,Couple with no dependent children,Between 1 and 5 years,Metro,70%,70%,50% - I spent about half of my time remote working,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Somewhat unlikely,Neither unlikely or likely,Neither unlikely or likely,I’m 10% more productive when working remotely,2.5,8.0,2.0,4.0,1.5,8.0,3.0,4.0,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Positive,2021
69,1995,Female,Public Administration and Safety,Professionals - Education Professionals,More than 200,No,Multiple family household,Between 6 and 12 months,Metro,100% - I spent all of my time remote working,90%,90%,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,90%,60%,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,I’m 20% more productive when working remotely,3.0,8.0,1.0,4.0,0.5,8.0,1.5,5.0,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat Positive,2021
70,1974,Female,Health Care and Social Assistance,Professionals - Health Professionals,More than 200,No,Couple with dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,80%,Neither unlikely or likely,Neither unlikely or likely,Somewhat likely,I’m 30% more productive when working remotely,2.0,9.0,3.0,2.0,0.5,10.5,3.0,2.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat Positive,2021
71,1961,Male,"Agriculture, Forestry and Fishing",Technicians and trades workers - Skilled Animal and Horticultural Workers,Between 20 and 199,Yes,Couple with dependent children,More than 5 years,Regional,20%,30%,20%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,30%,20%,Neither unlikely or likely,Somewhat likely,Neither unlikely or likely,My productivity is about same when I work remotely,2.0,8.0,0.0,5.0,6.0,8.0,4.0,3.0,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,2021
72,1968,Female,Education and Training,Professionals - Education Professionals,Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Regional,Rarely or never,I would not have preferred to work remotely,Rarely or never,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,2.5,9.0,1.5,4.0,0.0,2.0,2.0,13.0,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly Positive,2021
73,1980,Male,Retail Trade,"Managers - Hospitality, Retail and Service Managers",Between 20 and 199,Yes,Couple with dependent children,Between 1 and 5 years,Metro,30%,30%,20%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,20%,50% - About half of my time,Somewhat likely,Neither unlikely or likely,Somewhat likely,I’m 30% more productive when working remotely,0.0,,8.0,7.0,5.0,0.0,5.0,14.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat Positive,2021
74,1981,Male,Public Administration and Safety,Clerical and administrative workers - Personal Assistants and Secretaries,More than 200,No,Couple with dependent children,Between 6 and 12 months,Metro,60%,40%,60%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,60%,40%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,I’m 10% more productive when working remotely,2.0,8.0,3.0,4.0,1.0,9.0,4.0,3.0,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly Positive,2021
75,1985,Female,Health Care and Social Assistance,"Professionals - Legal, Social and Welfare Professionals",More than 200,No,Couple with dependent children,More than 5 years,Metro,30%,100% - All of my time,20%,Somewhat disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,70%,70%,Very unlikely,Very unlikely,Very unlikely,I’m 50% more productive when working remotely (or more),3.5,8.0,4.0,2.5,0.5,8.5,4.0,5.0,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat Negative,2021
76,1981,Male,Financial and Insurance,Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Somewhat likely,Neither unlikely or likely,Somewhat likely,I’m 10% less productive when working remotely,2.5,8.0,3.0,1.0,0.0,8.0,4.0,2.0,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat Positive,2021
77,1977,Male,Public Administration and Safety,Professionals - ICT Professionals,More than 200,No,Other one family household,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,100% - All of my time,80%,Somewhat likely,Neither unlikely or likely,Neither unlikely or likely,I’m 20% more productive when working remotely,2.0,8.0,2.0,5.0,0.5,9.0,2.5,5.0,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat Positive,2021
78,1971,Male,"Professional, Scientific and Technical",Managers - Specialist Managers,More than 200,Yes,Couple with dependent children,Between 6 and 12 months,Metro,90%,90%,80%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,80%,70%,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,My productivity is about same when I work remotely,1.0,8.0,0.0,9.0,2.0,8.0,4.0,4.0,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly Positive,2021
79,1978,Female,Health Care and Social Assistance,Clerical and administrative workers - Office Managers and Program Administrators,Between 20 and 199,Yes,Other one family household,Between 1 and 5 years,Metro,40%,40%,40%,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,60%,60%,Somewhat unlikely,Somewhat unlikely,Somewhat unlikely,I’m 50% more productive when working remotely (or more),3.0,9.0,1.0,4.0,0.5,9.0,1.5,5.0,Strongly agree,Strongly agree,Somewhat disagree,Strongly Positive,2021
80,1957,Female,Health Care and Social Assistance,Community and personal service workers - Health and Welfare Support Workers,Between 5 and 19,No,Other one family household,More than 5 years,Metro,20%,I would not have preferred to work remotely,Less than 10% of my time,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,I would not have preferred to work remotely,I would prefer not to work remotely,Very unlikely,Somewhat unlikely,Somewhat unlikely,I’m 10% more productive when working remotely,1.0,7.0,3.0,6.0,2.0,7.0,4.0,4.0,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat Negative,2021
