response_id,birth_year,gender,industry,occupation,org_size,is_manager,household_type,tenure,location,remote_time_last_year,preferred_remote_last_year,remote_time_last_3months,org_encouraged_remote,org_prepared,remote_was_common,easy_permission,easy_collaboration,preferred_remote_last_3months,post_covid_preference,expect_employer_encourage,expect_employer_changes,expect_more_choice,productivity_remote,office_commute_hrs,office_working_hrs,office_personal_hrs,office_caring_hrs,remote_commute_hrs,remote_working_hrs,remote_personal_hrs,remote_caring_hrs,year
68,1986,Male,Health Care and Social Assistance,Clerical and administrative ,More than 200,Yes,Single person,More than 5 years,Metro,60%,50% - About half of my time,70%,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,60%,50% - About half of my time,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,I’m 40% less productive when working remotely,1.0,9.0,4.0,2.0,0.5,6.0,6.0,4.0,2020
69,1987,Female,Arts and Recreation Services,Clerical and administrative ,Between 1 and 4,No,Other one family household,Between 1 and 5 years,Metro,Rarely or never ,50% - About half of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,100% - All of my time,50% - About half of my time,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 30% more productive when working remotely,3.5,8.5,1.0,1.0,0.5,8.5,3.0,2.0,2020
70,1964,Female,Retail Trade,Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,Rarely or never ,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,80%,80%,Somewhat agree,Neither agree nor disagree,Strongly agree,I’m 50% more productive when working remotely (or more),0.5,8.0,3.0,1.0,0.5,9.0,2.0,3.0,2020
71,1961,Male,"Professional, Scientific and Technical Services",Professionals,Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,80%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,80%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I’m 10% less productive when working remotely,0.5,8.0,2.0,2.0,0.0,9.0,2.0,2.0,2020
72,1987,Female,Financial and Insurance Services,Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,30%,30%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,50% - About half of my time,50% - About half of my time,Somewhat agree,Strongly agree,Strongly agree,I’m 10% more productive when working remotely,3.0,7.5,5.5,2.0,0.0,8.0,8.0,2.0,2020
73,1959,Female,"Professional, Scientific and Technical Services",Professionals,I am the only employee,No,Single person,More than 5 years,Metro,60%,80%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,90%,Somewhat disagree,Strongly agree,Strongly agree,I’m 20% more productive when working remotely,3.0,8.0,3.0,2.0,1.0,9.0,4.0,2.0,2020
74,1985,Female,"Professional, Scientific and Technical Services",Professionals,Between 20 and 199,No,Couple with dependent children,More than 5 years,Metro,10%,20%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,50% - About half of my time,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,My productivity is about same when I work remotely,2.5,8.0,2.0,3.0,0.5,9.0,3.0,5.0,2020
75,1985,Female,Education and Training,Professionals,Between 20 and 199,No,Couple with dependent children,More than 5 years,Metro,90%,50% - About half of my time,50% - I spent about half of my time remote working,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,100% - All of my time,60%,Somewhat disagree,Somewhat disagree,Somewhat disagree,I’m 50% more productive when working remotely (or more),3.0,8.0,1.0,3.0,0.0,6.0,6.0,4.0,2020
76,1992,Female,Information Media and Telecommunications,Managers,Between 5 and 19,Yes,Single person,More than 5 years,Metro,50% - I spent about half of my time remote working,40%,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,80%,Somewhat agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),1.5,7.5,5.0,0.5,0.0,7.5,7.0,0.5,2020
77,1961,Female,Arts and Recreation Services,Managers,I am the only employee,Yes,Single person,Between 1 and 5 years,Regional,40%,40%,40%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,40%,40%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I’m 20% more productive when working remotely,3.0,6.0,4.0,1.0,2.0,7.0,3.0,1.0,2020
78,1973,Male,Financial and Insurance Services,Technicians and trades ,More than 200,No,Couple with dependent children,More than 5 years,Metro,30%,20%,20%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,90%,90%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 20% more productive when working remotely,3.0,2.0,1.0,1.0,0.0,5.0,1.0,1.0,2020
79,1963,Female,Information Media and Telecommunications,Managers,I am the only employee,No,Couple with dependent children,More than 5 years,Metro,Less than 10% of my time,40%,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,50% - About half of my time,50% - About half of my time,Strongly agree,Somewhat agree,Strongly agree,My productivity is about same when I work remotely,3.0,7.0,1.0,4.0,0.5,7.0,3.0,4.0,2020
80,1968,Male,Information Media and Telecommunications,Professionals,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Metro,30%,30%,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,90%,90%,Strongly agree,Strongly agree,Strongly agree,I’m 40% more productive when working remotely,1.0,10.0,1.0,1.0,0.0,11.0,2.0,1.0,2020
81,1961,Male,Manufacturing,Managers,Between 20 and 199,Yes,Couple with no dependent children,More than 5 years,Metro,30%,60%,20%,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,60%,40%,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,I’m 10% less productive when working remotely,3.0,6.0,5.0,4.0,0.5,5.0,8.0,4.0,2020
82,1968,Male,"Professional, Scientific and Technical Services",Managers,Between 5 and 19,Yes,Couple with no dependent children,More than 5 years,Metro,50% - I spent about half of my time remote working,50% - About half of my time,70%,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,40%,100% - All of my time,Neither agree nor disagree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,2.5,10.0,2.0,3.0,0.5,2.5,2.0,3.0,2020
83,1964,Male,Public Administration and Safety,Community and personal service ,More than 200,No,Couple with no dependent children,Between 1 and 5 years,Metro,Less than 10% of my time,Less than 10% of my time,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,70%,60%,Somewhat agree,Somewhat agree,Neither agree nor disagree,I’m 10% more productive when working remotely,1.0,7.0,15.0,1.0,0.5,7.0,15.5,1.0,2020
84,1969,Male,Information Media and Telecommunications,Managers,More than 200,No,One  parent family with dependent children,More than 5 years,Metro,Less than 10% of my time,Less than 10% of my time,100% - I spent all of my time remote working,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,70%,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,My productivity is about same when I work remotely,3.5,7.6,2.0,3.0,0.0,7.6,4.5,4.0,2020
85,1968,Male,Manufacturing,Managers,More than 200,Yes,Couple with dependent children,Between 1 and 5 years,Metro,20%,50% - About half of my time,90%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,70%,70%,Somewhat agree,Strongly agree,Somewhat agree,I’m 50% more productive when working remotely (or more),6.0,7.0,2.0,2.0,1.0,8.0,4.0,4.0,2020
86,1965,Male,Retail Trade,Sales ,Between 5 and 19,Yes,One  parent family with dependent children,Between 6 and 12 months,Metro,30%,30%,100% - I spent all of my time remote working,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,30%,30%,Neither agree nor disagree,Somewhat agree,Somewhat agree,My productivity is about same when I work remotely,1.0,10.0,4.0,2.0,0.0,10.0,5.0,2.0,2020
87,1964,Male,"Electricity, Gas, Water and Waste Services",Professionals,More than 200,No,Couple with dependent children,Between 1 and 5 years,Metro,Less than 10% of my time,100% - All of my time,10%,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,100% - All of my time,100% - All of my time,Somewhat disagree,Strongly disagree,Strongly disagree,I’m 50% less productive when working remotely (or less),0.2,14.0,3.0,0.0,0.0,12.0,3.0,2.0,2020
88,1957,Male,Information Media and Telecommunications,Professionals,More than 200,Yes,Couple with dependent children,More than 5 years,Metro,Rarely or never ,10%,100% - I spent all of my time remote working,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,20%,10%,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,I’m 50% more productive when working remotely (or more),2.0,8.0,2.0,2.0,0.0,10.0,2.0,2.0,2020
89,1970,Female,"Professional, Scientific and Technical Services",Professionals,More than 200,No,One  parent family with dependent children,More than 5 years,Metro,30%,50% - About half of my time,90%,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,100% - All of my time,80%,Somewhat agree,Strongly agree,Somewhat agree,My productivity is about same when I work remotely,2.5,7.0,3.0,2.0,0.5,8.0,4.0,2.0,2020
90,1980,Male,Manufacturing,Sales ,More than 200,No,Couple with dependent children,More than 5 years,Metro,30%,70%,30%,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,70%,60%,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,I’m 30% more productive when working remotely,1.0,1.0,2.0,2.0,0.0,6.0,3.0,3.0,2020
91,1974,Male,Education and Training,Sales ,Between 5 and 19,Yes,Couple with dependent children,More than 5 years,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,100% - All of my time,100% - All of my time,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,My productivity is about same when I work remotely,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2020
92,1960,Male,"Transport, Postal and Warehousing",Professionals,More than 200,Yes,Couple with no dependent children,More than 5 years,Metro,Less than 10% of my time,50% - About half of my time,20%,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,50% - About half of my time,50% - About half of my time,Somewhat agree,Somewhat agree,Somewhat agree,I’m 50% more productive when working remotely (or more),3.0,8.0,2.0,1.0,0.0,9.0,4.0,3.0,2020
93,1963,Male,Financial and Insurance Services,Managers,Between 1 and 4,No,Couple with no dependent children,Between 1 and 5 years,Metro,10%,10%,20%,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,20%,20%,Strongly disagree,Somewhat disagree,Neither agree nor disagree,I’m 20% less productive when working remotely,1.5,8.0,4.0,1.0,0.5,8.0,4.0,1.0,2020
94,1986,Female,Retail Trade,Sales ,Between 20 and 199,No,Other one family household,Between 6 and 12 months,Metro,Less than 10% of my time,50% - About half of my time,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,80%,50% - About half of my time,Somewhat agree,Strongly agree,Somewhat agree,My productivity is about same when I work remotely,3.0,7.5,3.0,3.0,0.5,7.5,5.0,6.0,2020
95,2000,Male,Education and Training,Professionals,Between 20 and 199,No,Group household,Between 6 and 12 months,Metro,Rarely or never ,I would not have preferred to work remotely ,20%,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,50% - About half of my time,30%,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,I’m 30% less productive when working remotely,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2020
96,1971,Male,Wholesale Trade,Sales ,Between 5 and 19,No,Couple with dependent children,Between 1 and 5 years,Regional,50% - I spent about half of my time remote working,20%,50% - I spent about half of my time remote working,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,50% - About half of my time,50% - About half of my time,Somewhat agree,Neither agree nor disagree,Somewhat agree,I’m 10% more productive when working remotely,2.5,8.0,4.0,2.0,0.0,8.0,8.0,2.0,2020
97,1970,Female,Information Media and Telecommunications,Professionals,Between 20 and 199,No,Single person,Between 6 and 12 months,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Strongly agree,Somewhat agree,Somewhat agree,I’m 10% more productive when working remotely,1.0,8.0,4.0,1.0,0.0,10.0,2.0,1.0,2020
98,1964,Male,Retail Trade,Professionals,More than 200,No,Single person,More than 5 years,Metro,Rarely or never ,I would not have preferred to work remotely ,80%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,10%,20%,Strongly agree,Strongly agree,Strongly agree,I’m 10% less productive when working remotely,1.0,9.0,5.0,2.0,0.25,9.0,4.0,2.0,2020
99,1960,Female,Health Care and Social Assistance,Clerical and administrative ,Between 1 and 4,Yes,Multiple family household,More than 5 years,Metro,Less than 10% of my time,10%,20%,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,20%,10%,Somewhat disagree,Somewhat disagree,Somewhat disagree,My productivity is about same when I work remotely,1.5,9.0,5.0,2.0,0.0,9.0,5.0,2.0,2020
100,1962,Male,Financial and Insurance Services,Managers,Between 20 and 199,Yes,Single person,More than 5 years,Metro,Less than 10% of my time,50% - About half of my time,90%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,90%,90%,Somewhat agree,Somewhat agree,Somewhat agree,I’m 20% more productive when working remotely,2.0,8.0,4.0,0.0,0.5,8.0,4.0,0.0,2020
101,1974,Male,"Professional, Scientific and Technical Services",Professionals,Between 20 and 199,No,Couple with dependent children,Between 6 and 12 months,Metro,30%,20%,20%,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,20%,40%,Somewhat agree,Neither agree nor disagree,Somewhat agree,I’m 50% more productive when working remotely (or more),2.0,4.0,2.0,3.0,0.5,7.0,3.0,3.0,2020
102,1959,Male,Arts and Recreation Services,Professionals,Between 1 and 4,Yes,Couple with no dependent children,More than 5 years,Metro,60%,50% - About half of my time,100% - I spent all of my time remote working,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,100% - All of my time,100% - All of my time,Somewhat agree,Strongly agree,Strongly agree,I’m 50% more productive when working remotely (or more),1.0,8.0,4.0,2.0,0.0,6.0,6.0,2.0,2020
